startTime=[2020-11-7 10:25:19:459] cbRatio=1.2 reelRatio=1.6 pfRatio=4.44 fhRatio=3.94
format:time carvl carvw cbv cbvNew cbI reelv reelvNew reelI pfv pfvNew pfI fhv fhvNew fhI
[2020-11-7 10:25:19:679] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:679] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:679] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:679] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:679] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:679] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:679] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:683] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:683] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:683] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:683] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:683] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:683] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:683] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:683] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:683] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:684] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:684] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:684] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:684] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:684] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:687] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:687] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:687] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:687] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:688] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:688] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:688] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:688] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:688] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:688] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:688] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:688] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:688] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:689] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:689] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:689] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:689] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:689] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:690] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:690] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:691] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:691] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:691] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:691] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:692] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:692] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:692] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:696] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:696] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:696] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:696] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:696] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:696] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:696] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:696] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:696] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:697] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:697] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:697] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:697] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:697] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:700] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:700] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:700] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:700] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:700] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:700] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:701] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:701] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:701] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:701] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:701] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:701] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:701] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:709] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:709] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:709] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:709] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:709] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:710] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:710] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:710] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:710] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:710] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:710] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:710] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:710] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:710] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:711] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:711] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:711] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:711] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:712] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:712] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:714] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:714] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:714] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:714] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:714] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:714] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:716] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:716] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:716] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:716] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:716] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:716] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:716] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:716] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:721] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:721] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:721] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:721] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:721] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:721] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:721] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:721] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:721] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:721] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:722] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:722] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:722] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:723] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:723] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:724] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:724] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:724] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:724] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:724] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:725] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:725] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:725] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:725] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:725] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:726] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:726] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:727] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:727] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:727] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:727] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:728] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:728] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:730] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:730] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:730] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:730] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:730] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:730] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:730] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:732] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:732] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:732] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:732] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:732] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:733] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:733] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:734] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:734] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:734] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:734] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:735] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:735] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:735] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:736] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:736] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:736] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:736] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:737] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:737] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:738] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:738] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:738] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:738] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:739] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:739] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:739] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:741] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:741] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:741] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:741] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:741] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:741] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:741] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:743] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:743] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:743] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:743] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:743] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:743] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:743] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:749] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:749] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:749] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:749] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:749] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:749] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:749] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:751] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:751] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:751] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:751] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:751] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:751] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:755] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:755] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:755] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:755] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:755] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:756] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:756] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:756] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:756] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:756] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:756] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:756] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:756] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:756] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:757] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:757] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:758] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:758] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:758] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:758] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:758] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:760] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:760] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:760] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:760] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:760] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:760] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:762] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:762] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:762] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:762] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:762] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:762] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:762] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:763] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:764] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:764] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:764] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:764] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
[2020-11-7 10:25:19:764] 0.000 0.000 0 787 0.000 0 656 0.000 0 787 0.000 0 909 0.000
